time,rx_axis_tdata,rx_axis_tkeep,rx_axis_tlast,rx_axis_tuser,rx_axis_tvalid,rx_clk,rx_ptp_time,rx_rst,tx_axis_tdata,tx_axis_tkeep,tx_axis_tlast,tx_axis_tready,tx_axis_tuser,tx_axis_tvalid,tx_clk,tx_ptp_time,tx_ptp_ts,tx_ptp_ts_tag,tx_ptp_ts_valid,tx_rst
40658305,254567124429288,63,1,4996305386,0,1,2664582676,0,506097522914230528,255,0,1,0,1,1,2664582676,2530532720,0,0,0
40659585,254567124429288,63,1,4996305386,0,0,2664582676,0,506097522914230528,255,0,1,0,1,0,2664582676,2530532720,0,0,0
40660865,254567124429288,63,1,4996305386,0,1,2664750448,0,1084818905618843912,255,0,1,0,1,1,2664750448,2530532720,0,0,0
40662145,254567124429288,63,1,4996305386,0,0,2664750448,0,1084818905618843912,255,0,1,0,1,0,2664750448,2530532720,0,0,0
40663425,254567124429288,63,1,4996305386,0,1,2664918220,0,1663540288323457296,255,0,1,0,1,1,2664918220,2530532720,0,0,0
40664705,254567124429288,63,1,4996305386,0,0,2664918220,0,1663540288323457296,255,0,1,0,1,0,2664918220,2530532720,0,0,0
40665985,254567124429288,63,1,4996305386,0,1,2665085992,0,2242261671028070680,255,0,1,0,1,1,2665085992,2530532720,0,0,0
40667265,254567124429288,63,1,4996305386,0,0,2665085992,0,2242261671028070680,255,0,1,0,1,0,2665085992,2530532720,0,0,0
40668545,254567124429288,63,1,4996305386,0,1,2665253765,0,2820983053732684064,255,0,1,0,1,1,2665253765,2530532720,0,0,0
40669825,254567124429288,63,1,4996305386,0,0,2665253765,0,2820983053732684064,255,0,1,0,1,0,2665253765,2530532720,0,0,0
40671105,254567124429288,63,1,4996305386,0,1,2665421537,0,3399704436437297448,255,0,1,0,1,1,2665421537,2530532720,0,0,0
40672385,254567124429288,63,1,4996305386,0,0,2665421537,0,3399704436437297448,255,0,1,0,1,0,2665421537,2530532720,0,0,0
40673665,254567124429288,63,1,4996305386,0,1,2665589309,0,3978425819141910832,255,0,1,0,1,1,2665589309,2530532720,0,0,0
40674945,254567124429288,63,1,4996305386,0,0,2665589309,0,3978425819141910832,255,0,1,0,1,0,2665589309,2530532720,0,0,0
40676225,254567124429288,63,1,4996305386,0,1,2665757081,0,4557147201846524216,255,0,1,0,1,1,2665757081,2530532720,0,0,0
40677505,254567124429288,63,1,4996305386,0,0,2665757081,0,4557147201846524216,255,0,1,0,1,0,2665757081,2530532720,0,0,0
40678785,254567124429288,63,1,4996305386,0,1,2665924853,0,5135868584551137600,255,0,1,0,1,1,2665924853,2530532720,0,0,0
40680065,254567124429288,63,1,4996305386,0,0,2665924853,0,5135868584551137600,255,0,1,0,1,0,2665924853,2530532720,0,0,0
40681345,254567124429288,63,1,4996305386,0,1,2666092625,0,5714589967255750984,255,0,1,0,1,1,2666092625,2530532720,0,0,0
40682625,254567124429288,63,1,4996305386,0,0,2666092625,0,5714589967255750984,255,0,1,0,1,0,2666092625,2530532720,0,0,0
40683905,254567124429288,63,1,4996305386,0,1,2666260398,0,6293311349960364368,255,0,1,0,1,1,2666260398,2530532720,0,0,0
40685185,254567124429288,63,1,4996305386,0,0,2666260398,0,6293311349960364368,255,0,1,0,1,0,2666260398,2530532720,0,0,0
40686465,254567124429288,63,1,4996305386,0,1,2666428170,0,6872032732664977752,255,0,1,0,1,1,2666428170,2530532720,0,0,0
