time,rx_axis_tdata,rx_axis_tkeep,rx_axis_tlast,rx_axis_tuser,rx_axis_tvalid,rx_clk,rx_ptp_time,rx_rst,tx_axis_tdata,tx_axis_tkeep,tx_axis_tlast,tx_axis_tready,tx_axis_tuser,tx_axis_tvalid,tx_clk,tx_ptp_time,tx_ptp_ts,tx_ptp_ts_tag,tx_ptp_ts_valid,tx_rst
18614897,254567124429288,63,1,1945731334,0,0,1219742531,0,8608196880778817904,255,0,1,0,1,0,1219742531,1054208950,0,0,0
18618000,254567124429288,63,1,1945731334,0,1,1220149248,0,9186918263483431288,255,0,1,0,1,1,1220149248,1054208950,0,0,0
18621103,254567124429288,63,1,1945731334,0,0,1220149248,0,9186918263483431288,255,0,1,0,1,0,1220149248,1054208950,0,0,0
18624206,254567124429288,63,1,1945731334,0,1,1220555964,0,9765639646188044672,255,0,1,0,1,1,1220555964,1054208950,0,0,0
18627309,254567124429288,63,1,1945731334,0,0,1220555964,0,9765639646188044672,255,0,1,0,1,0,1220555964,1054208950,0,0,0
18630412,254567124429288,63,1,1945731334,0,1,1220962680,0,10344361028892658056,255,0,1,0,1,1,1220962680,1054208950,0,0,0
18633515,254567124429288,63,1,1945731334,0,0,1220962680,0,10344361028892658056,255,0,1,0,1,0,1220962680,1054208950,0,0,0
18636618,254567124429288,63,1,1945731334,0,1,1221369397,0,10923082411597271440,255,0,1,0,1,1,1221369397,1054208950,0,0,0
18639721,254567124429288,63,1,1945731334,0,0,1221369397,0,10923082411597271440,255,0,1,0,1,0,1221369397,1054208950,0,0,0
18642824,254567124429288,63,1,1945731334,0,1,1221776113,0,11501803794301884824,255,0,1,0,1,1,1221776113,1054208950,0,0,0
18645927,254567124429288,63,1,1945731334,0,0,1221776113,0,11501803794301884824,255,0,1,0,1,0,1221776113,1054208950,0,0,0
18649030,254567124429288,63,1,1945731334,0,1,1222182830,0,12080525177006498208,255,0,1,0,1,1,1222182830,1054208950,0,0,0
18652133,254567124429288,63,1,1945731334,0,0,1222182830,0,12080525177006498208,255,0,1,0,1,0,1222182830,1054208950,0,0,0
18655236,254567124429288,63,1,1945731334,0,1,1222589546,0,12659246559711111592,255,0,1,0,1,1,1222589546,1054208950,0,0,0
18658339,254567124429288,63,1,1945731334,0,0,1222589546,0,12659246559711111592,255,0,1,0,1,0,1222589546,1054208950,0,0,0
18661442,254567124429288,63,1,1945731334,0,1,1222996262,0,13237967942415724976,255,0,1,0,1,1,1222996262,1054208950,0,0,0
18664545,254567124429288,63,1,1945731334,0,0,1222996262,0,13237967942415724976,255,0,1,0,1,0,1222996262,1054208950,0,0,0
18667648,254567124429288,63,1,1945731334,0,1,1223402979,0,13816689325120338360,255,0,1,0,1,1,1223402979,1054208950,0,0,0
18670751,254567124429288,63,1,1945731334,0,0,1223402979,0,13816689325120338360,255,0,1,0,1,0,1223402979,1054208950,0,0,0
18673854,254567124429288,63,1,1945731334,0,1,1223809695,0,14395410707824951744,255,0,1,0,1,1,1223809695,1054208950,0,0,0
18676957,254567124429288,63,1,1945731334,0,0,1223809695,0,14395410707824951744,255,0,1,0,1,0,1223809695,1054208950,0,0,0
18680060,254567124429288,63,1,1945731334,0,1,1224216412,0,14974132090529565128,255,0,1,0,1,1,1224216412,1054208950,0,0,0
18683163,254567124429288,63,1,1945731334,0,0,1224216412,0,14974132090529565128,255,0,1,0,1,0,1224216412,1054208950,0,0,0
18686266,254567124429288,63,1,1945731334,0,1,1224623128,0,15552853473234178512,255,0,1,0,1,1,1224623128,1054208950,0,0,0
18689369,254567124429288,63,1,1945731334,0,0,1224623128,0,15552853473234178512,255,0,1,0,1,0,1224623128,1054208950,0,0,0
18692472,254567124429288,63,1,1945731334,0,1,1225029844,0,16131574855938791896,255,0,1,0,1,1,1225029844,1054208950,0,0,0
18695575,254567124429288,63,1,1945731334,0,0,1225029844,0,16131574855938791896,255,0,1,0,1,0,1225029844,1054208950,0,0,0
18698678,254567124429288,63,1,1945731334,0,1,1225436561,0,16710296238643405280,255,0,1,0,1,1,1225436561,1054208950,0,0,0
18701781,254567124429288,63,1,1945731334,0,0,1225436561,0,16710296238643405280,255,0,1,0,1,0,1225436561,1054208950,0,0,0
18704884,254567124429288,63,1,1945731334,0,1,1225843277,0,17289017621348018664,255,0,1,0,1,1,1225843277,1054208950,0,0,0
18707987,254567124429288,63,1,1945731334,0,0,1225843277,0,17289017621348018664,255,0,1,0,1,0,1225843277,1054208950,0,0,0
18711090,254567124429288,63,1,1945731334,0,1,1226249994,0,17867739004052632048,255,0,1,0,1,1,1226249994,1054208950,0,0,0
18714193,254567124429288,63,1,1945731334,0,0,1226249994,0,17867739004052632048,255,0,1,0,1,0,1226249994,1054208950,0,0,0
18717296,254567124429288,63,1,1945731334,0,1,1226656710,0,18446460386757245432,255,0,1,0,1,1,1226656710,1054208950,0,0,0
18720399,254567124429288,63,1,1945731334,0,0,1226656710,0,18446460386757245432,255,0,1,0,1,0,1226656710,1054208950,0,0,0
18723502,254567124429288,63,1,1945731334,0,1,1227063427,0,506097522914230528,255,0,1,0,1,1,1227063427,1054208950,0,0,0
18726605,254567124429288,63,1,1945731334,0,0,1227063427,0,506097522914230528,255,0,1,0,1,0,1227063427,1054208950,0,0,0
18729708,254567124429288,63,1,1945731334,0,1,1227470143,0,1084818905618843912,255,0,1,0,1,1,1227470143,1054208950,0,0,0
18732811,254567124429288,63,1,1945731334,0,0,1227470143,0,1084818905618843912,255,0,1,0,1,0,1227470143,1054208950,0,0,0
