time,rx_axis_tdata,rx_axis_tkeep,rx_axis_tlast,rx_axis_tuser,rx_axis_tvalid,rx_clk,rx_ptp_time,rx_rst,tx_axis_tdata,tx_axis_tkeep,tx_axis_tlast,tx_axis_tready,tx_axis_tuser,tx_axis_tvalid,tx_clk,tx_ptp_time,tx_ptp_ts,tx_ptp_ts_tag,tx_ptp_ts_valid,tx_rst
15511897,4557147201846524216,255,0,1945731334,1,0,1016384323,0,254567124429288,63,0,1,0,0,0,1016384323,893149249,0,0,0
15515000,5135868584551137600,255,0,1945731334,1,1,1016791040,0,254567124429288,63,0,1,0,0,1,1016791040,893149249,0,0,0
15518103,5135868584551137600,255,0,1945731334,1,0,1016791040,0,254567124429288,63,0,1,0,0,0,1016791040,893149249,0,0,0
15521206,5135868584551137600,255,0,1945731334,0,1,1017197756,0,254567124429288,63,0,1,0,0,1,1017197756,893149249,0,0,0
15524309,5135868584551137600,255,0,1945731334,0,0,1017197756,0,254567124429288,63,0,1,0,0,0,1017197756,893149249,0,0,0
15527412,5714589967255750984,255,0,1945731334,1,1,1017604472,0,254567124429288,63,0,1,0,0,1,1017604472,893149249,0,0,0
15530515,5714589967255750984,255,0,1945731334,1,0,1017604472,0,254567124429288,63,0,1,0,0,0,1017604472,893149249,0,0,0
15533618,6293311349960364368,255,0,1945731334,1,1,1018011189,0,254567124429288,63,0,1,0,0,1,1018011189,893149249,0,0,0
15536721,6293311349960364368,255,0,1945731334,1,0,1018011189,0,254567124429288,63,0,1,0,0,0,1018011189,893149249,0,0,0
15539824,6872032732664977752,255,0,1945731334,1,1,1018417905,0,254567124429288,63,0,1,0,0,1,1018417905,893149249,0,0,0
15542927,6872032732664977752,255,0,1945731334,1,0,1018417905,0,254567124429288,63,0,1,0,0,0,1018417905,893149249,0,0,0
15546030,7450754115369591136,255,0,1945731334,1,1,1018824622,0,254567124429288,63,0,1,0,0,1,1018824622,893149249,0,0,0
15549133,7450754115369591136,255,0,1945731334,1,0,1018824622,0,254567124429288,63,0,1,0,0,0,1018824622,893149249,0,0,0
15552236,8029475498074204520,255,0,1945731334,1,1,1019231338,0,254567124429288,63,0,1,0,0,1,1019231338,893149249,0,0,0
15555339,8029475498074204520,255,0,1945731334,1,0,1019231338,0,254567124429288,63,0,1,0,0,0,1019231338,893149249,0,0,0
15558442,8608196880778817904,255,0,1945731334,1,1,1019638054,0,254567124429288,63,0,1,0,0,1,1019638054,893149249,0,0,0
15561545,8608196880778817904,255,0,1945731334,1,0,1019638054,0,254567124429288,63,0,1,0,0,0,1019638054,893149249,0,0,0
15564648,9186918263483431288,255,0,1945731334,1,1,1020044771,0,254567124429288,63,0,1,0,0,1,1020044771,893149249,0,0,0
15567751,9186918263483431288,255,0,1945731334,1,0,1020044771,0,254567124429288,63,0,1,0,0,0,1020044771,893149249,0,0,0
15570854,9765639646188044672,255,0,1945731334,1,1,1020451487,0,254567124429288,63,0,1,0,0,1,1020451487,893149249,0,0,0
15573957,9765639646188044672,255,0,1945731334,1,0,1020451487,0,254567124429288,63,0,1,0,0,0,1020451487,893149249,0,0,0
15577060,10344361028892658056,255,0,1945731334,1,1,1020858204,0,254567124429288,63,0,1,0,0,1,1020858204,893149249,0,0,0
15580163,10344361028892658056,255,0,1945731334,1,0,1020858204,0,254567124429288,63,0,1,0,0,0,1020858204,893149249,0,0,0
15583266,10923082411597271440,255,0,1945731334,1,1,1021264920,0,254567124429288,63,0,1,0,0,1,1021264920,893149249,0,0,0
15586369,10923082411597271440,255,0,1945731334,1,0,1021264920,0,254567124429288,63,0,1,0,0,0,1021264920,893149249,0,0,0
15589472,11501803794301884824,255,0,1945731334,1,1,1021671636,0,254567124429288,63,0,1,0,0,1,1021671636,893149249,0,0,0
15592575,11501803794301884824,255,0,1945731334,1,0,1021671636,0,254567124429288,63,0,1,0,0,0,1021671636,893149249,0,0,0
15595678,12080525177006498208,255,0,1945731334,1,1,1022078353,0,254567124429288,63,0,1,0,0,1,1022078353,893149249,0,0,0
15598781,12080525177006498208,255,0,1945731334,1,0,1022078353,0,254567124429288,63,0,1,0,0,0,1022078353,893149249,0,0,0
15601884,12659246559711111592,255,0,1945731334,1,1,1022485069,0,254567124429288,63,0,1,0,0,1,1022485069,893149249,0,0,0
15604987,12659246559711111592,255,0,1945731334,1,0,1022485069,0,254567124429288,63,0,1,0,0,0,1022485069,893149249,0,0,0
15608090,13237967942415724976,255,0,1945731334,1,1,1022891786,0,254567124429288,63,0,1,0,0,1,1022891786,893149249,0,0,0
