time,rx_axis_tdata,rx_axis_tkeep,rx_axis_tlast,rx_axis_tuser,rx_axis_tvalid,rx_clk,rx_ptp_time,rx_rst,tx_axis_tdata,tx_axis_tkeep,tx_axis_tlast,tx_axis_tready,tx_axis_tuser,tx_axis_tvalid,tx_clk,tx_ptp_time,tx_ptp_ts,tx_ptp_ts_tag,tx_ptp_ts_valid,tx_rst
41938305,9765639646188044672,255,0,5448283586,1,1,2748468756,0,7309,3,0,1,0,0,1,2748468756,2530532720,0,0,0
41939585,9765639646188044672,255,0,5448283586,1,0,2748468756,0,7309,3,0,1,0,0,0,2748468756,2530532720,0,0,0
41940865,10344361028892658056,255,0,5448283586,1,1,2748636528,0,7309,3,0,1,0,0,1,2748636528,2530532720,0,0,0
41942145,10344361028892658056,255,0,5448283586,1,0,2748636528,0,7309,3,0,1,0,0,0,2748636528,2530532720,0,0,0
41943425,10923082411597271440,255,0,5448283586,1,1,2748804300,0,7309,3,0,1,0,0,1,2748804300,2530532720,0,0,0
41944705,10923082411597271440,255,0,5448283586,1,0,2748804300,0,7309,3,0,1,0,0,0,2748804300,2530532720,0,0,0
41945985,11501803794301884824,255,0,5448283586,1,1,2748972072,0,7309,3,0,1,0,0,1,2748972072,2530532720,0,0,0
41947265,11501803794301884824,255,0,5448283586,1,0,2748972072,0,7309,3,0,1,0,0,0,2748972072,2530532720,0,0,0
41948545,12080525177006498208,255,0,5448283586,1,1,2749139845,0,7309,3,0,1,0,0,1,2749139845,2530532720,0,0,0
41949825,12080525177006498208,255,0,5448283586,1,0,2749139845,0,7309,3,0,1,0,0,0,2749139845,2530532720,0,0,0
41951105,12659246559711111592,255,0,5448283586,1,1,2749307617,0,7309,3,0,1,0,0,1,2749307617,2530532720,0,0,0
41952385,12659246559711111592,255,0,5448283586,1,0,2749307617,0,7309,3,0,1,0,0,0,2749307617,2530532720,0,0,0
41953665,13237967942415724976,255,0,5448283586,1,1,2749475389,0,7309,3,0,1,0,0,1,2749475389,2530532720,0,0,0
41954945,13237967942415724976,255,0,5448283586,1,0,2749475389,0,7309,3,0,1,0,0,0,2749475389,2530532720,0,0,0
41956225,13816689325120338360,255,0,5448283586,1,1,2749643161,0,7309,3,0,1,0,0,1,2749643161,2530532720,0,0,0
41957505,13816689325120338360,255,0,5448283586,1,0,2749643161,0,7309,3,0,1,0,0,0,2749643161,2530532720,0,0,0
41958785,14395410707824951744,255,0,5448283586,1,1,2749810933,0,7309,3,0,1,0,0,1,2749810933,2530532720,0,0,0
41960065,14395410707824951744,255,0,5448283586,1,0,2749810933,0,7309,3,0,1,0,0,0,2749810933,2530532720,0,0,0
41961345,14974132090529565128,255,0,5448283586,1,1,2749978705,0,7309,3,0,1,0,0,1,2749978705,2530532720,0,0,0
41962625,14974132090529565128,255,0,5448283586,1,0,2749978705,0,7309,3,0,1,0,0,0,2749978705,2530532720,0,0,0
41963905,15552853473234178512,255,0,5448283586,1,1,2750146478,0,7309,3,0,1,0,0,1,2750146478,2530532720,0,0,0
41965185,15552853473234178512,255,0,5448283586,1,0,2750146478,0,7309,3,0,1,0,0,0,2750146478,2530532720,0,0,0
41966465,16131574855938791896,255,0,5448283586,1,1,2750314250,0,7309,3,0,1,0,0,1,2750314250,2530532720,0,0,0
41967745,16131574855938791896,255,0,5448283586,1,0,2750314250,0,7309,3,0,1,0,0,0,2750314250,2530532720,0,0,0
41969025,16710296238643405280,255,0,5448283586,1,1,2750482022,0,7309,3,0,1,0,0,1,2750482022,2530532720,0,0,0
41970305,16710296238643405280,255,0,5448283586,1,0,2750482022,0,7309,3,0,1,0,0,0,2750482022,2530532720,0,0,0
41971585,17289017621348018664,255,0,5448283586,1,1,2750649794,0,7309,3,0,1,0,0,1,2750649794,2530532720,0,0,0
41972865,17289017621348018664,255,0,5448283586,1,0,2750649794,0,7309,3,0,1,0,0,0,2750649794,2530532720,0,0,0
41974145,17867739004052632048,255,0,5448283586,1,1,2750817566,0,7309,3,0,1,0,0,1,2750817566,2530532720,0,0,0
41975425,17867739004052632048,255,0,5448283586,1,0,2750817566,0,7309,3,0,1,0,0,0,2750817566,2530532720,0,0,0
41976705,18446460386757245432,255,0,5448283586,1,1,2750985338,0,7309,3,0,1,0,0,1,2750985338,2530532720,0,0,0
41977985,18446460386757245432,255,0,5448283586,1,0,2750985338,0,7309,3,0,1,0,0,0,2750985338,2530532720,0,0,0
41979265,506097522914230528,255,0,5448283586,1,1,2751153111,0,7309,3,0,1,0,0,1,2751153111,2530532720,0,0,0
41980545,506097522914230528,255,0,5448283586,1,0,2751153111,0,7309,3,0,1,0,0,0,2751153111,2530532720,0,0,0
41981825,1084818905618843912,255,0,5448283586,1,1,2751320883,0,7309,3,0,1,0,0,1,2751320883,2530532720,0,0,0
41983105,1084818905618843912,255,0,5448283586,1,0,2751320883,0,7309,3,0,1,0,0,0,2751320883,2530532720,0,0,0
41984385,1663540288323457296,255,0,5448283586,1,1,2751488655,0,7309,3,0,1,0,0,1,2751488655,2530532720,0,0,0
41985665,1663540288323457296,255,0,5448283586,1,0,2751488655,0,7309,3,0,1,0,0,0,2751488655,2530532720,0,0,0
41986945,2242261671028070680,255,0,5448283586,1,1,2751656427,0,7309,3,0,1,0,0,1,2751656427,2530532720,0,0,0
41988225,2242261671028070680,255,0,5448283586,1,0,2751656427,0,7309,3,0,1,0,0,0,2751656427,2530532720,0,0,0
41989505,2820983053732684064,255,0,5448283586,1,1,2751824199,0,7309,3,0,1,0,0,1,2751824199,2530532720,0,0,0
41990785,2820983053732684064,255,0,5448283586,1,0,2751824199,0,7309,3,0,1,0,0,0,2751824199,2530532720,0,0,0
41992065,3399704436437297448,255,0,5448283586,1,1,2751991971,0,7309,3,0,1,0,0,1,2751991971,2530532720,0,0,0
41993345,3399704436437297448,255,0,5448283586,1,0,2751991971,0,7309,3,0,1,0,0,0,2751991971,2530532720,0,0,0
41994625,3978425819141910832,255,0,5448283586,1,1,2752159744,0,7309,3,0,1,0,0,1,2752159744,2530532720,0,0,0
41995905,3978425819141910832,255,0,5448283586,1,0,2752159744,0,7309,3,0,1,0,0,0,2752159744,2530532720,0,0,0
41997185,4557147201846524216,255,0,5448283586,1,1,2752327516,0,7309,3,0,1,0,0,1,2752327516,2530532720,0,0,0
41998465,4557147201846524216,255,0,5448283586,1,0,2752327516,0,7309,3,0,1,0,0,0,2752327516,2530532720,0,0,0
